Height,Weight,Reach,STANCE,DOB,name,link
"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",Duane Ludwig,http://www.ufcstats.com/fighter-details/84ac950d4c1722dd
"5' 10""",185 lbs.,--,Southpaw,"May 27, 1973",Gideon Ray,http://www.ufcstats.com/fighter-details/ea3ef6206c7907d5
"5' 6""",145 lbs.,--,Southpaw,"Jul 31, 1981",Wagner Campos,http://www.ufcstats.com/fighter-details/db6d5f691aea3fd3
"5' 11""",155 lbs.,"71""",Southpaw,"Mar 10, 1990",Lipeng Zhang,http://www.ufcstats.com/fighter-details/7b310409440c9102
"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",Joe Stevenson,http://www.ufcstats.com/fighter-details/79899ecf62020f6d
"6' 0""",250 lbs.,"74""",Orthodox,"Dec 19, 1986",Yorgan De Castro,http://www.ufcstats.com/fighter-details/1eff7bc0f815b270
"5' 9""",155 lbs.,--,Orthodox,"Apr 08, 1981",Bernardo Magalhaes,http://www.ufcstats.com/fighter-details/7a613f78dd7ee8f8
"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983",Henry Martinez,http://www.ufcstats.com/fighter-details/76729a829623e266
"5' 10""",155 lbs.,"72""",Orthodox,"Jan 27, 1987",Anthony Pettis,http://www.ufcstats.com/fighter-details/cbb682f5fcc44bfc
"5' 4""",125 lbs.,"63""",,"Mar 09, 1989",Karine Gevorgyan,http://www.ufcstats.com/fighter-details/2db0c114414d4f06
"6' 0""",205 lbs.,--,Orthodox,--,Ivan Serati,http://www.ufcstats.com/fighter-details/b23fca14c7b79935
"5' 11""",195 lbs.,--,Southpaw,--,Joe Moreira,http://www.ufcstats.com/fighter-details/df85d6ec3493d120
"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982",Justin Salas,http://www.ufcstats.com/fighter-details/9b198c73e3d0d289
"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",Diego Ferreira,http://www.ufcstats.com/fighter-details/f53d4f21d1b5f2dc
"6' 0""",185 lbs.,--,Orthodox,"Jan 11, 1971",Ivan Salaverry,http://www.ufcstats.com/fighter-details/394f55ebca199124
"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",Maycee Barber,http://www.ufcstats.com/fighter-details/6a740daf1b279661
"5' 6""",135 lbs.,"66""",Orthodox,"Aug 18, 1986",Miesha Tate,http://www.ufcstats.com/fighter-details/b96619b3acd7d9da
"5' 3""",135 lbs.,--,Orthodox,"Jul 16, 1977",Rosi Sexton,http://www.ufcstats.com/fighter-details/5dfe71ade71f3a4b
"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985",Tony Sims,http://www.ufcstats.com/fighter-details/57bad6a84230f0c9
"5' 9""",145 lbs.,"69""",Orthodox,"Jun 08, 1984",Noad Lahat,http://www.ufcstats.com/fighter-details/9f755fb04cc21499
"5' 9""",205 lbs.,--,Southpaw,"Oct 13, 1973",Mark Hughes,http://www.ufcstats.com/fighter-details/d62bb4d84a7267ba
"5' 8""",145 lbs.,--,Orthodox,"Aug 28, 1988",Pat Schilling,http://www.ufcstats.com/fighter-details/de12bd65e2f46478
"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",Renato Sobral,http://www.ufcstats.com/fighter-details/d468288756ae3982
"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982",Ivan Menjivar,http://www.ufcstats.com/fighter-details/5755960ebd0b16f6
"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",Polyana Viana,http://www.ufcstats.com/fighter-details/9673a497a9da119a
"5' 9""",155 lbs.,"70""",Orthodox,"May 20, 1983",Roger Huerta,http://www.ufcstats.com/fighter-details/daf1b84aebd6602b
"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",Renan Barao,http://www.ufcstats.com/fighter-details/2c99576fefe53c7c
"6' 3""",185 lbs.,--,Southpaw,"Sep 09, 1983",Roger Narvaez,http://www.ufcstats.com/fighter-details/3a12a2f096a6d975
"5' 7""",135 lbs.,"67""",Orthodox,"Oct 01, 1990",Norma Dumont,http://www.ufcstats.com/fighter-details/d3f5d33d61cd00c9
"6' 1""",264 lbs.,"78""",Southpaw,"Jul 19, 1987",Justin Willis,http://www.ufcstats.com/fighter-details/ce1e867808ef5fce
"5' 11""",155 lbs.,"73""",Orthodox,"Oct 17, 1985",Omar Morales,http://www.ufcstats.com/fighter-details/a0e6753c42698f13
"5' 7""",155 lbs.,"68""",Orthodox,"Aug 10, 1989",Justin Jaynes,http://www.ufcstats.com/fighter-details/304a21d0595e1a08
"5' 10""",155 lbs.,"70""",Orthodox,"Dec 07, 1982",KJ Noons,http://www.ufcstats.com/fighter-details/b7ffa72aa148599a
"6' 1""",185 lbs.,"73""",Orthodox,"Dec 14, 1987",Caio Magalhaes,http://www.ufcstats.com/fighter-details/0c5c66ddd1886b83
"5' 6""",170 lbs.,--,Orthodox,"Jun 03, 1992",Vernon Ramos Ho,http://www.ufcstats.com/fighter-details/30b577b112bef42d
"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",Aljamain Sterling,http://www.ufcstats.com/fighter-details/cb696ebfb6598724
"6' 1""",242 lbs.,--,Orthodox,"Jan 02, 1980",Oli Thompson,http://www.ufcstats.com/fighter-details/dcdd511ff757f15c
"5' 11""",225 lbs.,--,Orthodox,"Nov 10, 1966",Ian Freeman,http://www.ufcstats.com/fighter-details/b4bc2e3353a770b5
"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988",Danny Henry,http://www.ufcstats.com/fighter-details/f7d73e452b064bf2
"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",James Bochnovic,http://www.ufcstats.com/fighter-details/984d15d5dc7bfcf9
"5' 7""",135 lbs.,--,Orthodox,"Oct 11, 1983",Nick Denis,http://www.ufcstats.com/fighter-details/e4aaaa34535e32b6
"5' 7""",135 lbs.,"67""",Orthodox,"Nov 19, 1982",Masanori Kanehara,http://www.ufcstats.com/fighter-details/f3a078277b3b8ff4
"6' 2""",250 lbs.,--,Orthodox,--,Dave Beneteau,http://www.ufcstats.com/fighter-details/9fd1f08dd4aec14a
"6' 4""",265 lbs.,--,Orthodox,"Aug 19, 1977",Ricco Rodriguez,http://www.ufcstats.com/fighter-details/50cc91ce2982785d
"6' 1""",260 lbs.,--,Southpaw,--,Joe Charles,http://www.ufcstats.com/fighter-details/19ffeb5e3fffd6d5
"6' 2""",185 lbs.,--,Southpaw,"Sep 19, 1967",Mark Weir,http://www.ufcstats.com/fighter-details/9ccdd2ce45903f34
"5' 6""",125 lbs.,--,Orthodox,"May 25, 1983",Ulysses Gomez,http://www.ufcstats.com/fighter-details/1e35aa8955794580
"6' 3""",205 lbs.,--,Orthodox,"Mar 15, 1978",Travis Wiuff,http://www.ufcstats.com/fighter-details/7f9f528cb72a6ed1
"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991",Austin Hubbard,http://www.ufcstats.com/fighter-details/d2cd7a69cc55e7ed
"5' 9""",145 lbs.,"72""",Orthodox,"Aug 01, 1995",Ricardo Ramos,http://www.ufcstats.com/fighter-details/1ae8f3c723aacff4
"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988",Andrew Sanchez,http://www.ufcstats.com/fighter-details/fccf811c1e8b01c7
"5' 9""",155 lbs.,--,Orthodox,"Mar 08, 1978",Genki Sudo,http://www.ufcstats.com/fighter-details/99dd0147dc4ef80c
"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988",Luke Jumeau,http://www.ufcstats.com/fighter-details/4c288a2b250bb576
"6' 0""",145 lbs.,"72""",Orthodox,"Oct 22, 1991",Austin Arnett,http://www.ufcstats.com/fighter-details/bf0e700106d00e55
"5' 10""",155 lbs.,--,Orthodox,--,David Lee,http://www.ufcstats.com/fighter-details/8caca5857ce0e30b
"5' 5""",115 lbs.,"63""",Orthodox,"Jun 16, 1989",Xiaonan Yan,http://www.ufcstats.com/fighter-details/c41d426cc7326d1b
"6' 1""",205 lbs.,--,Orthodox,"Jun 29, 1981",Mike Whitehead,http://www.ufcstats.com/fighter-details/22d1e00e1aabb7c9
"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984",Bryan Caraway,http://www.ufcstats.com/fighter-details/5ef0088c1b19beeb
"5' 7""",125 lbs.,"68""",Orthodox,"Feb 14, 1995",Montana De La Rosa,http://www.ufcstats.com/fighter-details/80d8aed0ca9b00f3
"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",Erick Silva,http://www.ufcstats.com/fighter-details/5866fc86183a9fb8
"5' 7""",135 lbs.,"66""",Orthodox,"Dec 08, 1991",Pannie Kianzad,http://www.ufcstats.com/fighter-details/91dac5e69e28d5b5
"6' 2""",225 lbs.,"77""",Orthodox,"Jun 30, 1976",Gilbert Yvel,http://www.ufcstats.com/fighter-details/d29b5c4f22c6357d
"5' 9""",185 lbs.,--,Orthodox,--,Chris Liguori,http://www.ufcstats.com/fighter-details/0e31bfd26cc8c503
"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983",Marcelo Guimaraes,http://www.ufcstats.com/fighter-details/0c9c0a43d3f3f49d
"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993",Luan Chagas,http://www.ufcstats.com/fighter-details/9ccf8371fd80d45d
"5' 8""",145 lbs.,--,Orthodox,"Sep 07, 1983",Ian Loveland,http://www.ufcstats.com/fighter-details/eea0274e153256a0
"5' 8""",155 lbs.,"71""",Southpaw,"Aug 15, 1985",Kazula Vargas,http://www.ufcstats.com/fighter-details/ec18eb918121787c
"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993",Khalid Murtazaliev,http://www.ufcstats.com/fighter-details/231cae8b77fbbcc1
"5' 7""",145 lbs.,"71""",,"Aug 21, 1992",Leah Letson,http://www.ufcstats.com/fighter-details/8cb78f3a6c2a08f7
"5' 10""",135 lbs.,"73""",Orthodox,"Nov 10, 1988",Martin Day,http://www.ufcstats.com/fighter-details/ea3dcc417c322064
"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976",David Heath,http://www.ufcstats.com/fighter-details/4f95f74620a6b7a4
"5' 8""",160 lbs.,--,Orthodox,--,Eugenio Tadeu,http://www.ufcstats.com/fighter-details/f70144caea5c4c80
"6' 2""",245 lbs.,--,Orthodox,"Oct 28, 1968",Bobby Hoffman,http://www.ufcstats.com/fighter-details/afaad7d6a581e307
"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976",Mike Russow,http://www.ufcstats.com/fighter-details/353de740bb6c7e75
"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",Ariane Lipski,http://www.ufcstats.com/fighter-details/6551c64fbcd1a467
"6' 2""",205 lbs.,--,Orthodox,"Mar 01, 1977",James Zikic,http://www.ufcstats.com/fighter-details/4b4fc3ddc307bc73
"5' 9""",155 lbs.,"72""",Orthodox,"Nov 24, 1985",John Gunther,http://www.ufcstats.com/fighter-details/3956bdc8ab2e54b3
"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",Elias Theodorou,http://www.ufcstats.com/fighter-details/34f88592c0ab7a54
"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",Rory Singer,http://www.ufcstats.com/fighter-details/546015aa2ad945fd
"6' 0""",210 lbs.,--,,--,Scott Baker,http://www.ufcstats.com/fighter-details/7d5b12de1625984e
"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991",Mike Perry,http://www.ufcstats.com/fighter-details/f2b6fdb20675b11c
"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",Anthony Johnson,http://www.ufcstats.com/fighter-details/365fee2da473b177
"5' 10""",155 lbs.,"72""",Orthodox,"Jun 28, 1989",Johnny Case,http://www.ufcstats.com/fighter-details/1f4b04a926ef1287
"5' 7""",135 lbs.,"68""",Orthodox,"Aug 02, 1978",Jeff Hougland,http://www.ufcstats.com/fighter-details/97a8f39186f489db
"5' 3""",125 lbs.,"64""",Orthodox,"Sep 04, 1991",Isabela de Padua,http://www.ufcstats.com/fighter-details/e0f959f65d0406b4
"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",Joe Solecki,http://www.ufcstats.com/fighter-details/af65aa688d13eedf
"5' 4""",135 lbs.,"66""",Southpaw,"Mar 15, 1977",Norifumi Yamamoto,http://www.ufcstats.com/fighter-details/4834ff149dc9542a
"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",Johnny Bedford,http://www.ufcstats.com/fighter-details/ffc3e6daaa6da0b7
"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",Frank Trigg,http://www.ufcstats.com/fighter-details/d2d37e8eeb3abc8d
"5' 11""",185 lbs.,--,Orthodox,"Nov 26, 1974",John Kolosci,http://www.ufcstats.com/fighter-details/5f6038bcdb95e3e4
"5' 5""",125 lbs.,"65""",Switch,"Aug 03, 1988",Ben Nguyen,http://www.ufcstats.com/fighter-details/840d2c82ea68b9aa
"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",Anthony Rocco Martin,http://www.ufcstats.com/fighter-details/5331b25a60417ffb
"6' 1""",170 lbs.,"73""",Orthodox,"Oct 26, 1978",CM Punk,http://www.ufcstats.com/fighter-details/a8c9d16fe2a14d72
"6' 1""",170 lbs.,"76""",Orthodox,"Feb 27, 1991",Sean Strickland,http://www.ufcstats.com/fighter-details/0d8011111be000b2
"6' 2""",205 lbs.,--,Orthodox,"Jun 28, 1980",Sam Hoger,http://www.ufcstats.com/fighter-details/84a067c46306a737
"5' 11""",155 lbs.,--,Orthodox,--,Brian Cobb,http://www.ufcstats.com/fighter-details/3138fab619faf4d1
"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988",Josh Samman,http://www.ufcstats.com/fighter-details/9deff9e3e8d94d47
"5' 7""",155 lbs.,"71""",Orthodox,"Sep 30, 1991",Brad Riddell,http://www.ufcstats.com/fighter-details/37ed1ab2f8b819f4
"5' 7""",125 lbs.,"67""",Orthodox,"May 05, 1987",Cortney Casey,http://www.ufcstats.com/fighter-details/5f179af5fffeb9f6
"5' 11""",155 lbs.,"71""",Orthodox,"Nov 07, 1984",Marco Polo Reyes,http://www.ufcstats.com/fighter-details/edd02825c29028fe
"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",Vaughan Lee,http://www.ufcstats.com/fighter-details/8bb6f4479685bbcc
"6' 2""",185 lbs.,--,Orthodox,"Jan 25, 1983",Tor Troeng,http://www.ufcstats.com/fighter-details/8abf70f79e9e27c2
"5' 9""",125 lbs.,"70""",Orthodox,"May 27, 1986",Will Campuzano,http://www.ufcstats.com/fighter-details/901cddcbfa079097
"6' 3""",205 lbs.,"79""",Orthodox,"Sep 17, 1991",Tyson Pedro,http://www.ufcstats.com/fighter-details/49e96ff8ab781589
"5' 9""",170 lbs.,"74""",Orthodox,"Apr 07, 1982",Tyron Woodley,http://www.ufcstats.com/fighter-details/effd9de9937996f8
"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986",Sam Sicilia,http://www.ufcstats.com/fighter-details/b8aef0faf4ce9b31
"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984",Damien Brown,http://www.ufcstats.com/fighter-details/d024ed963e8bf7ea
"5' 6""",125 lbs.,--,Orthodox,"May 17, 1988",Nolan Ticman,http://www.ufcstats.com/fighter-details/9eb069062a0cfc13
"6' 0""",170 lbs.,"71""",Orthodox,"Mar 25, 1982",Rory Markham,http://www.ufcstats.com/fighter-details/23a16ebe733e3041
"6' 1""",225 lbs.,--,Orthodox,"Jun 21, 1965",Tim Lajcik,http://www.ufcstats.com/fighter-details/c7e9d15cfce52f1d
"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990",Roman Bogatov,http://www.ufcstats.com/fighter-details/d61316139d68dbe3
"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",Chael Sonnen,http://www.ufcstats.com/fighter-details/48d1f690b763934c
"6' 3""",205 lbs.,"78""",Orthodox,"Oct 25, 1988",Jake Collier,http://www.ufcstats.com/fighter-details/92fa1401b7927da3
"5' 11""",230 lbs.,--,Orthodox,--,Cal Worsham,http://www.ufcstats.com/fighter-details/de3ed2e152520c8d
"6' 3""",205 lbs.,--,Orthodox,"Jul 30, 1984",Shane Primm,http://www.ufcstats.com/fighter-details/5114f1b5ad4cdf72
"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993",Devonte Smith,http://www.ufcstats.com/fighter-details/207773daeb4afa7b
"6' 1""",265 lbs.,--,Orthodox,"Oct 20, 1982",Josh Copeland,http://www.ufcstats.com/fighter-details/3aa794cbe1e3484b
"6' 3""",205 lbs.,--,Orthodox,"Nov 12, 1974",Aaron Brink,http://www.ufcstats.com/fighter-details/cf1a88371c8cb690
"5' 8""",170 lbs.,--,Orthodox,"Feb 06, 1974",Zach Light,http://www.ufcstats.com/fighter-details/5d7c18191b8aa432
"5' 8""",125 lbs.,"72""",Orthodox,"Jan 21, 1987",Willie Gates,http://www.ufcstats.com/fighter-details/6ded9184b2284645
"5' 6""",135 lbs.,"65""",Orthodox,"Aug 20, 1986",Elizabeth Phillips,http://www.ufcstats.com/fighter-details/dcbf01d605681ad1
"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984",Hacran Dias,http://www.ufcstats.com/fighter-details/ed209f6618c82e41
"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",Paulo Thiago,http://www.ufcstats.com/fighter-details/30a09e43f15f1d75
"5' 10""",170 lbs.,--,Orthodox,"Feb 09, 1977",Tiki Ghosn,http://www.ufcstats.com/fighter-details/cb6783c39c01d896
"5' 11""",135 lbs.,--,Orthodox,"Jan 12, 1978",Dave Galera,http://www.ufcstats.com/fighter-details/0876d21328cf4a45
"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980",Frankie Saenz,http://www.ufcstats.com/fighter-details/9ba2226646046b63
"5' 10""",155 lbs.,"70""",Orthodox,"Feb 09, 1981",Charlie Brenneman,http://www.ufcstats.com/fighter-details/98f6da59d765ec94
"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1994",Joel Alvarez,http://www.ufcstats.com/fighter-details/58bbef3770bb2dfc
"6' 1""",230 lbs.,--,,--,Nate Schroeder,http://www.ufcstats.com/fighter-details/040426baba8a45e8
"6' 1""",205 lbs.,"78""",Orthodox,"Oct 14, 1986",Saparbeg Safarov,http://www.ufcstats.com/fighter-details/88d7b6d8230e1f3f
"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975",Keith Jardine,http://www.ufcstats.com/fighter-details/b9d0fd83bb8a147a
"6' 2""",185 lbs.,--,Southpaw,"Nov 09, 1982",Chris Price,http://www.ufcstats.com/fighter-details/0597a4528ebd1307
"6' 1""",200 lbs.,--,Orthodox,"Jan 01, 1968",Guy Mezger,http://www.ufcstats.com/fighter-details/946f341df6472ee0
"6' 4""",205 lbs.,--,Southpaw,"Mar 26, 1980",Nick Penner,http://www.ufcstats.com/fighter-details/879b8df81523d91b
"6' 2""",205 lbs.,"76""",Orthodox,"Nov 16, 1980",Patrick Cummins,http://www.ufcstats.com/fighter-details/e51e5cb722bd47a8
"5' 10""",185 lbs.,--,Orthodox,"Aug 18, 1975",Jason Thacker,http://www.ufcstats.com/fighter-details/f0264252e191da22
"6' 3""",230 lbs.,"78""",Orthodox,"Oct 10, 1977",Brandon Vera,http://www.ufcstats.com/fighter-details/fa315e6c77eee106
"5' 6""",135 lbs.,"68""",Southpaw,"Aug 19, 1988",Gina Mazany,http://www.ufcstats.com/fighter-details/016a8d958883167c
"6' 0""",205 lbs.,--,Orthodox,"Mar 31, 1973",Reese Andy,http://www.ufcstats.com/fighter-details/46e2ca71fd5089cb
"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988",Claudia Gadelha,http://www.ufcstats.com/fighter-details/ec34349e7dffcde7
"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978",Francisco Trinaldo,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9
"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",Tommy Speer,http://www.ufcstats.com/fighter-details/1411c630ba711b64
"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987",Antonio Braga Neto,http://www.ufcstats.com/fighter-details/fae67903c4fe636b
"6' 0""",170 lbs.,"74""",Orthodox,"Apr 26, 1979",Bobby Voelker,http://www.ufcstats.com/fighter-details/fb8a3025ae722e64
"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984",Kenny Robertson,http://www.ufcstats.com/fighter-details/6e0273f9478be71e
"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981",Kiichi Kunimoto,http://www.ufcstats.com/fighter-details/71df36d6d8cf0d74
"6' 1""",199 lbs.,--,Orthodox,--,Igor Zinoviev,http://www.ufcstats.com/fighter-details/108afe61a26bcbf4
"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",John Makdessi,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c
"6' 1""",155 lbs.,"75""",Orthodox,"Mar 21, 1997",Fares Ziam,http://www.ufcstats.com/fighter-details/1e4f273069fb9e85
"5' 11""",170 lbs.,--,Orthodox,"Feb 05, 1990",Nah-Shon Burrell,http://www.ufcstats.com/fighter-details/2c64c035485906aa
"5' 7""",135 lbs.,"69""",Southpaw,"Jul 23, 1991",Teruto Ishihara,http://www.ufcstats.com/fighter-details/88cd34d836b4ebcd
"6' 1""",185 lbs.,--,Orthodox,"May 08, 1983",Danillo Villefort,http://www.ufcstats.com/fighter-details/fd87b1bbfcde9d5e
"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1983",Bart Palaszewski,http://www.ufcstats.com/fighter-details/4304992c2acc187b
"5' 10""",242 lbs.,--,Orthodox,--,Neil Wain,http://www.ufcstats.com/fighter-details/6b7bc7eaf2465387
"5' 9""",135 lbs.,"69""",Orthodox,"Mar 01, 1989",Wuliji Buren,http://www.ufcstats.com/fighter-details/2296125b6c362355
"6' 0""",170 lbs.,--,Orthodox,"Mar 07, 1984",Joe Merritt,http://www.ufcstats.com/fighter-details/e82d5f54daa85a7e
"6' 0""",155 lbs.,"73""",Southpaw,"Dec 05, 1991",Brok Weaver,http://www.ufcstats.com/fighter-details/7c9f96f9a6a5cd50
"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",Livinha Souza,http://www.ufcstats.com/fighter-details/dab8cfbb6b1db10a
"5' 11""",155 lbs.,"71""",Orthodox,"Dec 31, 1991",Michael Trizano,http://www.ufcstats.com/fighter-details/5bf31a46becc1204
"5' 7""",155 lbs.,"73""",Orthodox,"Sep 07, 1988",Kevin Aguilar,http://www.ufcstats.com/fighter-details/cf946e03ba2e7666
"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971",Pete Spratt,http://www.ufcstats.com/fighter-details/c3ea8deeba00462b
"5' 8""",155 lbs.,--,,"Jul 28, 1987",Willamy Freire,http://www.ufcstats.com/fighter-details/f1f37d667bcd0d27
"5' 11""",185 lbs.,"74""",Orthodox,"Sep 01, 1979",Tim Kennedy,http://www.ufcstats.com/fighter-details/3c660c90d48fc80d
"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994",Nicolae Negumereanu,http://www.ufcstats.com/fighter-details/8c57c7b8c3bab0eb
"6' 0""",185 lbs.,--,Orthodox,"May 25, 1986",Jimmy Quinlan,http://www.ufcstats.com/fighter-details/ddbe4fa2ea573393
"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989",Henrique da Silva,http://www.ufcstats.com/fighter-details/b0bd0c5425668b8f
"5' 8""",145 lbs.,"71""",Switch,"May 06, 1993",Spike Carlyle,http://www.ufcstats.com/fighter-details/be68b375707dcb85
"6' 2""",185 lbs.,--,Orthodox,"Dec 08, 1973",Lucio Linhares,http://www.ufcstats.com/fighter-details/a780d16cf7eed44d
"5' 11""",155 lbs.,--,Switch,"Jun 21, 1986",Jake Lindsey,http://www.ufcstats.com/fighter-details/33e00249ef08d3a4
"5' 9""",155 lbs.,"72""",Orthodox,"Oct 01, 1992",Alexander Hernandez,http://www.ufcstats.com/fighter-details/262a7d06203657e6
"5' 6""",135 lbs.,"71""",Switch,"Dec 18, 1991",John Castaneda,http://www.ufcstats.com/fighter-details/5fa2974cbd18e05c
"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",George Sullivan,http://www.ufcstats.com/fighter-details/6c7e25571490aa3b
"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989",Julio Arce,http://www.ufcstats.com/fighter-details/1291edf2d566a71a
"6' 2""",185 lbs.,"74""",Orthodox,"Jan 23, 1990",Anthony Ivy,http://www.ufcstats.com/fighter-details/3c5005b66696d790
"6' 0""",225 lbs.,--,Southpaw,--,Scott Adams,http://www.ufcstats.com/fighter-details/2620f3eb21c79614
"6' 0""",155 lbs.,--,Southpaw,--,John Lewis,http://www.ufcstats.com/fighter-details/4a01dc8376736ef5
"6' 0""",205 lbs.,"72""",Switch,"Jan 03, 1991",Jeremy Kimball,http://www.ufcstats.com/fighter-details/917a5cb9821df261
"5' 11""",170 lbs.,--,Orthodox,"May 20, 1988",Andreas Stahl,http://www.ufcstats.com/fighter-details/69a400af4420cd6a
"5' 10""",145 lbs.,--,,"Nov 03, 1984",Humberto Brown Morrison,http://www.ufcstats.com/fighter-details/e9e7e1c8ff289e1b
"5' 11""",190 lbs.,--,Southpaw,"Jul 24, 1969",Jason DeLucia,http://www.ufcstats.com/fighter-details/6ceff86fae4f6b3b
"6' 3""",217 lbs.,--,Orthodox,--,Dmitri Stepanov,http://www.ufcstats.com/fighter-details/738acab0c6934dd8
"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",Francisco Trevino,http://www.ufcstats.com/fighter-details/97a6bbe6e6566a94
"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992",Rogerio Bontorin,http://www.ufcstats.com/fighter-details/07a2bdaa0afdd831
"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",Alistair Overeem,http://www.ufcstats.com/fighter-details/b4ad3a06ee4d660c
"6' 0""",205 lbs.,--,Southpaw,"Aug 16, 1977",Jules Bruchez,http://www.ufcstats.com/fighter-details/d1dcd4e96464a53d
"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",Jamie Mullarkey,http://www.ufcstats.com/fighter-details/af9f42e6894047fc
"5' 9""",155 lbs.,"71""",Orthodox,"Jan 18, 1992",Marcin Held,http://www.ufcstats.com/fighter-details/bf43fed8f29e1671
"5' 10""",145 lbs.,"72""",Switch,"Sep 04, 1996",Youssef Zalal,http://www.ufcstats.com/fighter-details/52c2ae6d2f2d2613
"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",Brandon Thatch,http://www.ufcstats.com/fighter-details/638cfec7ec559d6e
